locus_tag	gene_name	description	type	logFC	logCPM	PValue	FDR	m_log10FDR
EKN05_023740	pWR501_0063	DUF1778 domain-containing protein	CDS	-0.172844974301297	5.28106333004738	0.290193414684568	0.372219351478135	0.429201051888484
EKN05_023965	pWR501_0021	IS66 family insertion sequence element accessory protein TnpB	pseudo	-0.192598692219055	3.8062703126892	0.313791964473238	0.397773820553611	0.400363803321292
EKN05_024200	finO	fertility inhibition protein FinO	CDS	-0.369082861033804	7.83794007327636	0.354958766199054	0.439576355947797	0.356965675569654
EKN05_023650	EKN05_023650	IS1 family transposase	pseudo	0.11585817191168	6.66008289204714	0.369138159185353	0.454934636633249	0.342050996724576
EKN05_024390	pWR501_0215	IS110 family transposase	pseudo	0.112355250087903	6.48697741389497	0.402097248891763	0.488497259017556	0.311137868786334
EKN05_024205	traX	type-F conjugative transfer system pilin acetylase TraX	CDS	0.210847191831937	4.70812388186486	0.418446229193353	0.504368939991611	0.297251665964118
EKN05_023870	pWR501_0035	transposase	pseudo	-0.15190601246545	3.61819423994465	0.557293752620668	0.629250210679631	0.201176630373186
EKN05_024220	mvpT	antitoxin	CDS	-0.0930499501681132	8.82898395818315	0.558971584868733	0.630959104472527	0.199998788580719
EKN05_024305	ospG	protein kinase OspG	CDS	0.0838041675219356	7.64484319822692	0.58560034680534	0.655795168950511	0.18323178697416
EKN05_024545	pWR501_0183	ISL3 family transposase	pseudo	0.11854186730413	3.27752156551886	0.614950999867966	0.681720152611355	0.166393867452999
EKN05_023660	EKN05_023660	IS5 family transposase	pseudo	0.0717473867888315	7.29855371016174	0.628108448261008	0.693502540372163	0.158951943721782
EKN05_023630	ipgH	MFS transporter	pseudo	-0.169413467923362	7.33351834554495	0.721691166263112	0.777159154918397	0.109490032647259
EKN05_023840	pWR501_0041	transposase	pseudo	-0.0453627052617154	5.30574310275524	0.73385516471036	0.786918864359948	0.104070043469715
EKN05_023820	EKN05_023820	IS66 family transposase	pseudo	-0.0689974665342657	3.87330516143157	0.74013287999469	0.79212994878718	0.101203566627947
EKN05_024225	mvpA	tRNA(fMet)-specific endonuclease VapC	CDS	0.0477548922558132	6.91977755600144	0.841555751002083	0.876963226953582	0.0570186171994936
EKN05_024310	EKN05_024310	type II toxin-antitoxin system RelE/ParE family toxin	pseudo	-0.00112886823231292	4.36660345004677	0.995612174519068	0.996650622680235	0.00145705757000703
