seq,pos,locus_tag,k,type,TI,sample,raw,it_g,N,cpm,logcpm,exp_id,TI_exp_id,raw_out,N_out,alpha_in,alpha_sa
CP037923,1202729,EKN05_006120,6,pseudo,CP037923_1202729_pos,Lib10_INPUT,474,128,850145,558.139425463391,6.32460879759174,10,CP037923_1202729_pos:10,0,909723,6.16120732169508,7.45862141839146
CP037923,1202763,EKN05_006120,8,pseudo,CP037923_1202763_pos,Lib14_INPUT,3363,128,658621,5106.87465647974,8.53834288287273,13,CP037923_1202763_pos:13,2762,872279,8.12058871174027,7.26204862982439
CP037923,1202763,EKN05_006120,8,pseudo,CP037923_1202763_pos,Lib33_INPUT,2438,128,870559,2801.0705752619,7.93775697139463,32,CP037923_1202763_pos:32,5601,814153,7.79893331004122,7.62119894142806
CP037923,1202780,EKN05_006120,10,pseudo,CP037923_1202780_pos,Lib41_INPUT,3214,128,1009050,3185.6665322169,8.06641681839348,40,CP037923_1202780_pos:40,2853,1199919,8.07527154629746,7.50367352774096
CP037923,1202793,EKN05_006120,11,pseudo,CP037923_1202793_pos,Lib27_INPUT,1863,128,633476,2941.70111937766,7.98674330503455,26,CP037923_1202793_pos:26,1572,700764,7.52994337060159,7.1349507612624
CP037923,1202793,EKN05_006120,11,pseudo,CP037923_1202793_pos,Lib40_INPUT,12855,128,1010457,12722.4486322044,9.45112332089967,39,CP037923_1202793_pos:39,0,853203,9.46148811969999,7.70428635685581
CP037923,1202804,EKN05_006120,13,pseudo,CP037923_1202804_pos,Lib5_INPUT,530,128,635104,835.294951228537,6.7277848974823,5,CP037923_1202804_pos:5,0,780000,6.27287700654617,7.1698748844074
CP037923,1202812,EKN05_006120,14,pseudo,CP037923_1202812_pos,Lib34_INPUT,3951,128,853917,4627.49350640225,8.43977064118406,33,CP037923_1202812_pos:33,3641,819411,8.28172399041139,7.36725192695044
CP037923,1202833,EKN05_006120,18,pseudo,CP037923_1202833_pos,Lib9_INPUT,2563,128,836953,3062.89234533798,8.02711495941066,9,CP037923_1202833_pos:9,0,900441,7.84893372636407,7.39588421952353
CP037923,1202943,EKN05_006120,25,pseudo,CP037923_1202943_pos,Lib42_INPUT,2890,128,811960,3559.90004446026,8.1774877460531,41,CP037923_1202943_pos:41,0,947876,7.96901178110648,7.52673109052087
CP037923,1202965,EKN05_006120,28,pseudo,CP037923_1202965_pos,Lib23_INPUT,377,128,966877,390.431884891372,5.96725352356913,22,CP037923_1202965_pos:22,0,830628,5.93224518744801,7.6861248028235
CP037923,1202978,EKN05_006120,30,pseudo,CP037923_1202978_pos,Lib16_INPUT,2234,128,615676,3629.33811073014,8.19680557199135,15,CP037923_1202978_pos:15,5856,766944,7.71154897962915,7.32277112612072
CP037923,1203055,EKN05_006120,32,pseudo,CP037923_1203055_pos,Lib13_INPUT,1220,128,370737,3292.08227912974,8.09927555514493,12,CP037923_1203055_pos:12,0,864046,7.1066061377273,6.72318927488589
CP037923,1203116,EKN05_006120,35,pseudo,CP037923_1203116_pos,Lib3_INPUT,2302,128,694649,3314.61887281365,8.10609792551673,3,CP037923_1203116_pos:3,0,1046999,7.74153358928183,7.16678678997965
CP037923,1203197,EKN05_006120,37,pseudo,CP037923_1203197_pos,Lib9_INPUT,1390,128,836953,1661.3816290979,7.41540484186093,9,CP037923_1203197_pos:9,4506,900441,7.23705902612474,7.39588421952353
CP037923,1203212,EKN05_006120,40,pseudo,CP037923_1203212_pos,Lib1_INPUT,1862,128,456929,4076.11669183464,8.31290002294033,1,CP037923_1203212_pos:1,13643,794733,7.52940645783701,7.66429916955941
CP037923,1203257,EKN05_006120,43,pseudo,CP037923_1203257_pos,Lib40_INPUT,4229,128,1010457,4185.72568082988,8.3394353683287,39,CP037923_1203257_pos:39,1985,853203,8.34972083747249,7.70428635685581
CP037923,1203308,EKN05_006120,48,pseudo,CP037923_1203308_pos,Lib3_INPUT,1483,128,694649,2135.60786007342,7.66650659711814,3,CP037923_1203308_pos:3,0,1046999,7.30182234213793,7.16678678997965
CP037923,1203652,EKN05_006120,62,pseudo,CP037923_1203652_pos,Lib9_INPUT,1528,128,836953,1826.2652427732,7.5100283095178,9,CP037923_1203652_pos:9,0,900441,7.33171496972647,7.39588421952353
CP037923,1203658,EKN05_006120,64,pseudo,CP037923_1203658_pos,Lib34_INPUT,3250,128,853917,3806.57159118323,8.24448421818355,33,CP037923_1203658_pos:33,3505,819411,8.08641027532378,7.36725192695044
CP037923,1203782,EKN05_006120,77,pseudo,CP037923_1203782_pos,Lib32_INPUT,4313,128,949447,4543.16613442758,8.42137943441226,31,CP037923_1203782_pos:31,3371,883348,8.36938899664784,7.51378070281304
CP037923,1203785,EKN05_006120,78,pseudo,CP037923_1203785_pos,Lib10_INPUT,1964,128,850145,2310.77956021672,7.74534021854028,10,CP037923_1203785_pos:10,1185,909723,7.58273848891441,7.45862141839146
CP037923,1203961,EKN05_006120,84,pseudo,CP037923_1203961_pos,Lib23_INPUT,2005,128,966877,2074.20170900569,7.63733164009016,22,CP037923_1203961_pos:22,0,830628,7.60339933974067,7.6861248028235
CP037923,1204086,EKN05_006120,90,pseudo,CP037923_1204086_pos,Lib4_INPUT,210,128,675391,311.670851890458,5.74194766905595,4,CP037923_1204086_pos:4,3240,775217,5.34710753071747,7.23223754400253
CP037923,1204100,EKN05_006120,92,pseudo,CP037923_1204100_pos,Lib7_INPUT,1945,128,819265,2374.68660972138,7.77262075396055,7,CP037923_1204100_pos:7,0,948960,7.57301725605255,7.36575154919895
CP037923,1204146,EKN05_006120,95,pseudo,CP037923_1204146_pos,Lib9_INPUT,2198,128,836953,2626.78713525475,7.87351675680777,9,CP037923_1204146_pos:9,0,900441,7.69530313496357,7.39588421952353
CP037923,1204173,EKN05_006120,99,pseudo,CP037923_1204173_pos,Lib3_INPUT,957,128,694649,1378.39199596919,7.22867287844207,3,CP037923_1204173_pos:3,388,1046999,6.86380339145295,7.16678678997965
CP037923,1204300,EKN05_006120,105,pseudo,CP037923_1204300_pos,Lib14_INPUT,1383,128,658621,2100.5979150408,7.64997730463405,13,CP037923_1204300_pos:13,0,872279,7.23201033166476,7.26204862982439
CP037923,1221141,EKN05_006245,2,pseudo,CP037923_1221141_pos,Lib19_INPUT,4736,129,879027,5388.33802791265,8.59199227273991,18,CP037923_1221141_pos:18,0,916251,8.46294817656384,7.67644657475536
CP037923,1221358,EKN05_006245,15,pseudo,CP037923_1221358_pos,Lib7_INPUT,2075,129,819265,2533.36523180506,7.83730382902904,7,CP037923_1221358_pos:7,2117,948960,7.6377164326648,7.36575154919895
CP037923,1221704,EKN05_006245,31,pseudo,CP037923_1221704_pos,Lib16_INPUT,590,129,615676,959.106804379569,6.86600243925526,15,CP037923_1221704_pos:15,0,766944,6.38012253689977,7.32277112612072
CP037923,1221794,EKN05_006245,35,pseudo,CP037923_1221794_pos,Lib32_INPUT,3225,129,949447,3397.23713147008,8.13071777186793,31,CP037923_1221794_pos:31,806,883348,8.07868822922987,7.51378070281304
CP037923,1221922,EKN05_006245,39,pseudo,CP037923_1221922_pos,Lib17_INPUT,2327,129,891315,2611.30732534814,7.86760626585073,16,CP037923_1221922_pos:16,5954,863874,7.75233516330229,7.69468553816598
CP037923,1221983,EKN05_006245,44,pseudo,CP037923_1221983_pos,Lib35_INPUT,2779,129,953207,2915.94279527658,7.97794847540409,34,CP037923_1221983_pos:34,1231,959632,7.9298464297425,7.50962474144772
CP037923,1222217,EKN05_006245,51,pseudo,CP037923_1222217_pos,Lib21_INPUT,3323,129,880330,3775.28452366212,8.23623102934943,20,CP037923_1222217_pos:20,200,837629,8.1086232683546,7.82299069448025
CP037923,1222518,EKN05_006245,68,pseudo,CP037923_1222518_pos,Lib19_INPUT,2053,129,879027,2336.10305928821,7.75623946082094,18,CP037923_1222518_pos:18,0,916251,7.62705741701893,7.67644657475536
CP037923,1224688,EKN05_006260,8,pseudo,CP037923_1224688_pos,Lib25_INPUT,4577,130,913963,5008.40295679042,8.51887237216089,24,CP037923_1224688_pos:24,187,774851,8.42879904065364,7.56787557185129
CP037923,1224688,EKN05_006260,8,pseudo,CP037923_1224688_pos,Lib4_INPUT,3228,130,675391,4780.18691367384,8.47223492800003,4,CP037923_1224688_pos:4,442,775217,8.07961802938984,7.23223754400253
CP037923,1224744,EKN05_006260,12,pseudo,CP037923_1224744_pos,Lib43_INPUT,2177,130,734600,2964.19416799051,7.9943604930391,42,CP037923_1224744_pos:42,0,886274,7.68570306123455,7.67685737631131
CP037923,1224893,EKN05_006260,17,pseudo,CP037923_1224893_pos,Lib32_INPUT,2627,130,949447,2767.397477271,7.92566261864674,31,CP037923_1224893_pos:31,2728,883348,7.87359778968554,7.51378070281304
CP037923,1224894,EKN05_006260,18,pseudo,CP037923_1224894_pos,Lib3_INPUT,2593,130,694649,3733.53487367739,8.22511075117872,3,CP037923_1224894_pos:3,1649,1046999,7.86057078553866,7.16678678997965
CP037923,1224999,EKN05_006260,22,pseudo,CP037923_1224999_pos,Lib18_INPUT,25,130,680756,37.458300098273,3.62322831686917,17,CP037923_1224999_pos:17,0,863289,3.2188758248682,7.48724475201277
CP037923,1225012,EKN05_006260,24,pseudo,CP037923_1225012_pos,Lib38_INPUT,2795,130,893323,3129.32373920325,8.04857220242782,37,CP037923_1225012_pos:37,6937,1006979,7.9355873855892,7.52908462683339
CP037923,1225022,EKN05_006260,25,pseudo,CP037923_1225022_pos,Lib21_INPUT,3833,130,880330,4354.61207205017,8.37899080886675,20,CP037923_1225022_pos:20,6218,837629,8.25140306538056,7.82299069448025
CP037923,1225037,EKN05_006260,27,pseudo,CP037923_1225037_pos,Lib25_INPUT,2766,130,913963,3026.92447404931,8.01530235795039,24,CP037923_1225037_pos:24,0,774851,7.9251575122247,7.56787557185129
CP037923,1225134,EKN05_006260,35,pseudo,CP037923_1225134_pos,Lib14_INPUT,616,130,658621,936.045258129853,6.84166382801147,13,CP037923_1225134_pos:13,0,872279,6.42324696353352,7.26204862982439
CP037923,1225134,EKN05_006260,35,pseudo,CP037923_1225134_pos,Lib43_INPUT,3001,130,734600,4085.89152478693,8.31529522700434,42,CP037923_1225134_pos:42,0,886274,8.00670084544037,7.67685737631131
CP037923,1225194,EKN05_006260,43,pseudo,CP037923_1225194_pos,Lib4_INPUT,2453,130,675391,3632.70515493225,8.19773287146347,4,CP037923_1225194_pos:4,0,775217,7.80506704425849,7.23223754400253
CP037923,1225369,EKN05_006260,51,pseudo,CP037923_1225369_pos,Lib5_INPUT,2066,130,635104,3253.79267995056,8.08757657338004,5,CP037923_1225369_pos:5,17436,780000,7.63336964967958,7.1698748844074
CP037923,1225379,EKN05_006260,54,pseudo,CP037923_1225379_pos,Lib28_INPUT,5510,130,811448,6790.93818588722,8.82334438271442,27,CP037923_1225379_pos:27,15685,904506,8.61431990214696,7.34389673424134
CP037923,1225384,EKN05_006260,55,pseudo,CP037923_1225384_pos,Lib6_INPUT,2281,130,772013,2955.25728808027,7.99134099477422,6,CP037923_1225384_pos:6,5674,937539,7.73236922228439,7.36519910098532
CP037923,1225404,EKN05_006260,58,pseudo,CP037923_1225404_pos,Lib23_INPUT,3911,130,966877,4045.49488146385,8.30535916600518,22,CP037923_1225404_pos:22,4600,830628,8.27154837475552,7.6861248028235
CP037923,1225546,EKN05_006260,65,pseudo,CP037923_1225546_pos,Lib2_INPUT,1350,130,476765,2832.62648762705,7.94895964773109,2,CP037923_1225546_pos:2,0,667885,7.20785987143248,6.92099838123182
CP037923,1225562,EKN05_006260,68,pseudo,CP037923_1225562_pos,Lib36_INPUT,5291,130,927896,5702.68036215227,8.64869158226903,35,CP037923_1225562_pos:35,10818,1073412,8.57376254290413,7.50881674882591
CP037923,1225614,EKN05_006260,71,pseudo,CP037923_1225614_pos,Lib34_INPUT,2194,130,853917,2569.91889150949,7.85162961766731,33,CP037923_1225614_pos:33,0,819411,7.69348164083518,7.36725192695044
CP037923,1225614,EKN05_006260,71,pseudo,CP037923_1225614_pos,Lib5_INPUT,588,130,635104,926.618433172468,6.83154186612859,5,CP037923_1225614_pos:5,0,780000,6.37672694789863,7.1698748844074
CP037923,1225614,EKN05_006260,71,pseudo,CP037923_1225614_pos,Lib9_INPUT,1144,130,836953,1367.45866558975,7.22070930757953,9,CP037923_1225614_pos:9,5379,900441,7.04228617193974,7.39588421952353
CP037923,1225619,EKN05_006260,72,pseudo,CP037923_1225619_pos,Lib26_INPUT,2623,130,967684,2711.10950360913,7.90511324101384,25,CP037923_1225619_pos:25,1462,853982,7.87207397986687,7.57632923989594
CP037923,1225619,EKN05_006260,72,pseudo,CP037923_1225619_pos,Lib39_INPUT,816,130,787678,1036.5897783234,6.94369154493466,38,CP037923_1225619_pos:38,0,832689,6.70441435496411,7.56678661529026
CP037923,1225735,EKN05_006260,78,pseudo,CP037923_1225735_pos,Lib6_INPUT,3782,130,772013,4899.52254751857,8.49689304006928,6,CP037923_1225735_pos:6,0,937539,8.2380082492184,7.36519910098532
CP037923,1225843,EKN05_006260,85,pseudo,CP037923_1225843_pos,Lib38_INPUT,4261,130,893323,4770.38566074571,8.47018243192347,37,CP037923_1225843_pos:37,9068,1006979,8.35725915349991,7.52908462683339
CP037923,1225903,EKN05_006260,87,pseudo,CP037923_1225903_pos,Lib9_INPUT,1850,130,836953,2210.99367468224,7.70119732001312,9,CP037923_1225903_pos:9,4559,900441,7.52294091807237,7.39588421952353
CP037923,1227278,EKN05_006270,5,pseudo,CP037923_1227278_pos,Lib19_INPUT,1790,131,879027,2036.90894943051,7.61918871686281,18,CP037923_1227278_pos:18,0,916251,7.4899708988348,7.67644657475536
CP037923,1227320,EKN05_006270,9,pseudo,CP037923_1227320_pos,Lib33_INPUT,8462,131,870559,9720.7544569013,9.18201851346505,32,CP037923_1227320_pos:32,4297,814153,9.04334083128001,7.62119894142806
CP037923,1243018,EKN05_006360,2,pseudo,CP037923_1243018_pos,Lib43_INPUT,840,132,734600,1144.15852959634,7.04242473716111,42,CP037923_1243018_pos:42,0,886274,6.73340189183736,7.67685737631131
CP037923,1243122,EKN05_006360,10,pseudo,CP037923_1243122_pos,Lib5_INPUT,1937,132,635104,3050.67665976492,8.02311870065576,5,CP037923_1243122_pos:5,7643,780000,7.568895663407,7.1698748844074
CP037923,1243687,EKN05_006360,30,pseudo,CP037923_1243687_pos,Lib13_INPUT,87,132,370737,236.015730785622,5.46389845867549,12,CP037923_1243687_pos:12,0,864046,4.46590811865458,6.72318927488589
CP037923,1244063,EKN05_006360,40,pseudo,CP037923_1244063_pos,Lib41_INPUT,2466,132,1009050,2444.37595324716,7.80154513548553,40,CP037923_1244063_pos:40,3594,1199919,7.81035268372429,7.50367352774096
CP037923,1244378,EKN05_006365,8,pseudo,CP037923_1244378_pos,Lib28_INPUT,2251,133,811448,2774.6660603439,7.92828568032445,27,CP037923_1244378_pos:27,75,904506,7.71912984090673,7.34389673424134
CP037923,1244765,EKN05_006365,23,pseudo,CP037923_1244765_pos,Lib14_INPUT,2008,133,658621,3049.54890665663,8.02274895920641,13,CP037923_1244765_pos:13,678,872279,7.60489448081162,7.26204862982439
CP037923,1244933,EKN05_006365,37,pseudo,CP037923_1244933_pos,Lib13_INPUT,559,133,370737,1509.15201570921,7.3193031930639,12,CP037923_1244933_pos:12,1820,864046,6.3261494731551,6.72318927488589
CP037923,1244933,EKN05_006365,37,pseudo,CP037923_1244933_pos,Lib6_INPUT,3415,133,772013,4424.14256736277,8.39483176857867,6,CP037923_1244933_pos:6,3634,937539,8.13593277200489,7.36519910098532
CP037923,1245158,EKN05_006365,45,pseudo,CP037923_1245158_pos,Lib22_INPUT,8845,133,939112,9418.99430632948,9.15048360033484,21,CP037923_1245158_pos:21,3230,909664,9.08760760659389,7.59139291222457
CP037923,1245677,EKN05_006365,69,pseudo,CP037923_1245677_pos,Lib4_INPUT,1827,133,675391,2705.83601819388,7.90316620755745,4,CP037923_1245677_pos:4,0,775217,7.51043055637801,7.23223754400253
CP037923,1245734,EKN05_006365,74,pseudo,CP037923_1245734_pos,Lib29_INPUT,1842,133,807498,2281.73657181,7.73269208633968,28,CP037923_1245734_pos:28,0,1297147,7.51860721681525,7.46503317985267
CP037923,1245864,EKN05_006365,82,pseudo,CP037923_1245864_pos,Lib17_INPUT,3515,133,891315,3944.16794941413,8.27999329833873,16,CP037923_1245864_pos:16,9860,863874,8.16479480424477,7.69468553816598
CP037923,1245882,EKN05_006365,85,pseudo,CP037923_1245882_pos,Lib25_INPUT,3068,133,913963,3357.35324367262,8.11890821744137,24,CP037923_1245882_pos:24,0,774851,8.02878116248715,7.56787557185129
CP037923,1246026,EKN05_006365,91,pseudo,CP037923_1246026_pos,Lib13_INPUT,1022,133,370737,2758.01239689484,7.92226555322888,12,CP037923_1246026_pos:12,1947,864046,6.92951677076365,6.72318927488589
CP037923,1247839,EKN05_006380,1,pseudo,CP037923_1247839_pos,Lib27_INPUT,571,134,633476,902.163772323226,6.8047960693501,26,CP037923_1247839_pos:26,368,700764,6.34738920965601,7.1349507612624
CP037923,1247861,EKN05_006380,4,pseudo,CP037923_1247861_pos,Lib2_INPUT,1069,134,476765,2243.23882156026,7.71567600302088,2,CP037923_1247861_pos:2,3195,667885,6.97447891102505,6.92099838123182
CP037923,1253616,EKN05_006410,9,pseudo,CP037923_1253616_pos,Lib4_INPUT,1459,135,675391,2160.96726049465,7.67831120622768,4,CP037923_1253616_pos:4,0,775217,7.28550654852279,7.23223754400253
CP037923,1253682,EKN05_006410,13,pseudo,CP037923_1253682_pos,Lib26_INPUT,2872,135,967684,2968.42464231646,7.99578666760998,25,CP037923_1253682_pos:25,2970,853982,7.96276393016812,7.57632923989594
CP037923,1253799,EKN05_006410,18,pseudo,CP037923_1253799_pos,Lib24_INPUT,2909,135,954004,3049.77437225172,8.02282289055416,23,CP037923_1253799_pos:23,15661,866496,7.9755646584952,7.44724183151363
CP037923,1253799,EKN05_006410,18,pseudo,CP037923_1253799_pos,Lib34_INPUT,3577,135,853917,4189.51234193447,8.34033961996963,33,CP037923_1253799_pos:33,5402,819411,8.18227973925902,7.36725192695044
CP037923,1253802,EKN05_006410,19,pseudo,CP037923_1253802_pos,Lib43_INPUT,571,135,734600,777.97334879751,6.65669226754731,42,CP037923_1253802_pos:42,0,886274,6.34738920965601,7.67685737631131
CP037923,1253804,EKN05_006410,20,pseudo,CP037923_1253804_pos,Lib26_INPUT,4076,135,967684,4212.63117646755,8.34584271399004,25,CP037923_1253804_pos:25,2707,853982,8.31287139434262,7.57632923989594
CP037923,1254006,EKN05_006410,28,pseudo,CP037923_1254006_pos,Lib17_INPUT,1463,135,891315,1641.95414420924,7.40364236283145,16,CP037923_1254006_pos:16,0,863874,7.28824440102012,7.69468553816598
CP037923,1254006,EKN05_006410,28,pseudo,CP037923_1254006_pos,Lib23_INPUT,3561,135,966877,3683.50505441224,8.21162003829846,22,CP037923_1254006_pos:22,3783,830628,8.17779668327778,7.6861248028235
CP037923,1254044,EKN05_006410,32,pseudo,CP037923_1254044_pos,Lib6_INPUT,2030,135,772013,2630.13365042603,7.87478994153312,6,CP037923_1254044_pos:6,0,937539,7.61579107203583,7.36519910098532
CP037923,1254097,EKN05_006410,39,pseudo,CP037923_1254097_pos,Lib31_INPUT,2672,135,863081,3096.46128641311,8.03801521793055,30,CP037923_1254097_pos:30,4672,1167327,7.89058253465654,7.45440333649965
CP037923,1254133,EKN05_006410,40,pseudo,CP037923_1254133_pos,Lib10_INPUT,1602,135,850145,1884.97034626993,7.54166736833659,10,CP037923_1254133_pos:10,6318,909723,7.3790081276283,7.45862141839146
CP037923,1254240,EKN05_006410,46,pseudo,CP037923_1254240_pos,Lib7_INPUT,1236,135,819265,1509.27781697275,7.31938654849741,7,CP037923_1254240_pos:7,0,948960,7.11963563801764,7.36575154919895
CP037923,1254594,EKN05_006410,55,pseudo,CP037923_1254594_pos,Lib33_INPUT,4274,135,870559,4910.05789376953,8.49904101171081,32,CP037923_1254594_pos:32,1864,814153,8.36030543587909,7.62119894142806
CP037923,1256154,EKN05_006420,2,pseudo,CP037923_1256154_pos,Lib4_INPUT,2372,136,675391,3512.77480337345,8.1641615464176,4,CP037923_1256154_pos:4,0,775217,7.77148876011762,7.23223754400253
CP037923,1256294,EKN05_006420,8,pseudo,CP037923_1256294_pos,Lib9_INPUT,1596,136,836953,1907.5122408161,7.55355518034175,9,CP037923_1256294_pos:9,0,900441,7.37525577800976,7.39588421952353
CP037923,1256307,EKN05_006420,10,pseudo,CP037923_1256307_pos,Lib35_INPUT,3285,136,953207,3446.78181467214,8.14519626734849,34,CP037923_1256307_pos:34,8061,959632,8.09712193091871,7.50962474144772
CP037923,1256307,EKN05_006420,10,pseudo,CP037923_1256307_pos,Lib42_INPUT,3885,136,811960,4785.32835936701,8.47330992417986,41,CP037923_1256307_pos:41,0,947876,8.26487826280175,7.52673109052087
CP037923,1256763,EKN05_006420,24,pseudo,CP037923_1256763_pos,Lib22_INPUT,5037,136,939112,5364.104213231,8.58748467248111,21,CP037923_1256763_pos:21,3227,909664,8.52456594574565,7.59139291222457
CP037923,1256861,EKN05_006420,32,pseudo,CP037923_1256861_pos,Lib34_INPUT,5485,136,853917,6423.91892429952,8.76778363479657,33,CP037923_1256861_pos:33,0,819411,8.60977237270933,7.36725192695044
CP037923,1263235,EKN05_006455,2,pseudo,CP037923_1263235_pos,Lib7_INPUT,1674,137,819265,2043.9027129162,7.6226163537702,7,CP037923_1263235_pos:7,5489,948960,7.42297125104942,7.36575154919895
CP037923,1263350,EKN05_006455,11,pseudo,CP037923_1263350_pos,Lib15_INPUT,255,137,666761,383.195203085959,5.94854452797545,14,CP037923_1263350_pos:14,0,818872,5.54126354515843,7.18310015739374
CP037923,1263382,EKN05_006455,16,pseudo,CP037923_1263382_pos,Lib33_INPUT,31,137,870559,36.1836059547877,3.58860614207611,32,CP037923_1263382_pos:32,0,814153,3.43398720448515,7.62119894142806
CP037923,1263596,EKN05_006455,26,pseudo,CP037923_1263596_pos,Lib4_INPUT,37,137,675391,55.5233109068511,4.01680294890988,4,CP037923_1263596_pos:4,0,775217,3.61091791264422,7.23223754400253
CP037923,1265629,EKN05_006480,1,pseudo,CP037923_1265629_pos,Lib27_INPUT,208,138,633476,329.135864443382,5.79647062735409,26,CP037923_1265629_pos:26,3020,700764,5.33753807970132,7.1349507612624
CP037923,1265629,EKN05_006480,1,pseudo,CP037923_1265629_pos,Lib28_INPUT,661,138,811448,815.208349508102,6.70344372413784,27,CP037923_1265629_pos:27,1696,904506,6.49375383985169,7.34389673424134
CP037923,1265629,EKN05_006480,1,pseudo,CP037923_1265629_pos,Lib38_INPUT,1042,138,893323,1166.98980437109,7.06218289563407,37,CP037923_1265629_pos:37,2664,1006979,6.94889722231331,7.52908462683339
CP037923,1265673,EKN05_006480,7,pseudo,CP037923_1265673_pos,Lib23_INPUT,207,138,966877,214.608254609165,5.3688142945508,22,CP037923_1265673_pos:22,878,830628,5.33271879326537,7.6861248028235
CP037923,1265673,EKN05_006480,7,pseudo,CP037923_1265673_pos,Lib33_INPUT,24,138,870559,28.1428046315016,3.3372917137952,32,CP037923_1265673_pos:32,0,814153,3.17805383034795,7.62119894142806
CP037923,1265683,EKN05_006480,9,pseudo,CP037923_1265683_pos,Lib28_INPUT,57,138,811448,70.8608920585274,4.26071868838613,27,CP037923_1265683_pos:27,0,904506,4.04305126783455,7.34389673424134
CP037923,1265683,EKN05_006480,9,pseudo,CP037923_1265683_pos,Lib31_INPUT,155,138,863081,180.168280650043,5.19389130665064,30,CP037923_1265683_pos:30,2378,1167327,5.04342511691925,7.45440333649965
CP037923,1265710,EKN05_006480,11,pseudo,CP037923_1265710_pos,Lib43_INPUT,48,138,734600,66.0222351997888,4.18999158225588,42,CP037923_1265710_pos:42,486,886274,3.87120101090789,7.67685737631131
CP037923,1265761,EKN05_006480,14,pseudo,CP037923_1265761_pos,Lib9_INPUT,28,138,836953,34.0520506503344,3.52789025546151,9,CP037923_1265761_pos:9,0,900441,3.3322045101752,7.39588421952353
CP037923,1265804,EKN05_006480,20,pseudo,CP037923_1265804_pos,Lib13_INPUT,77,138,370737,209.042504410123,5.34253760167122,12,CP037923_1265804_pos:12,0,864046,4.34380542185368,6.72318927488589
CP037923,1265804,EKN05_006480,20,pseudo,CP037923_1265804_pos,Lib27_INPUT,69,138,633476,109.711954814461,4.69785833868598,26,CP037923_1265804_pos:26,0,700764,4.23410650459726,7.1349507612624
CP037923,1266033,EKN05_006480,37,pseudo,CP037923_1266033_pos,Lib35_INPUT,2775,138,953207,2911.74643939203,7.97650833114078,34,CP037923_1266033_pos:34,4779,959632,7.92840602618054,7.50962474144772
CP037923,1266033,EKN05_006480,37,pseudo,CP037923_1266033_pos,Lib4_INPUT,543,138,675391,804.717852743296,6.69049172249478,4,CP037923_1266033_pos:4,0,775217,6.29710931993394,7.23223754400253
CP037923,1266050,EKN05_006480,39,pseudo,CP037923_1266050_pos,Lib13_INPUT,187,138,370737,505.747994540619,6.22603851072238,12,CP037923_1266050_pos:12,5735,864046,5.23110861685459,6.72318927488589
CP037923,1266050,EKN05_006480,39,pseudo,CP037923_1266050_pos,Lib31_INPUT,117,138,863081,136.140019140707,4.91368390861556,30,CP037923_1266050_pos:30,0,1167327,4.76217393479776,7.45440333649965
CP037923,1266050,EKN05_006480,39,pseudo,CP037923_1266050_pos,Lib42_INPUT,613,138,811960,755.578162005318,6.62748323368153,41,CP037923_1266050_pos:41,1592,947876,6.41836493593621,7.52673109052087
CP037923,1266086,EKN05_006480,44,pseudo,CP037923_1266086_pos,Lib19_INPUT,3552,138,879027,4041.39572345818,8.30434538739558,18,CP037923_1266086_pos:18,4201,916251,8.17526610411206,7.67644657475536
CP037923,1266093,EKN05_006480,45,pseudo,CP037923_1266093_pos,Lib39_INPUT,618,138,787678,785.218344020851,6.66596182435668,38,CP037923_1266093_pos:38,55,832689,6.42648845745769,7.56678661529026
CP037923,1266095,EKN05_006480,46,pseudo,CP037923_1266095_pos,Lib14_INPUT,315,138,658621,479.03046056767,6.17176418738834,13,CP037923_1266095_pos:13,1636,872279,5.75257263882563,7.26204862982439
CP037923,1266164,EKN05_006480,49,pseudo,CP037923_1266164_pos,Lib10_INPUT,1219,138,850145,1434.45949284005,7.26854339719774,10,CP037923_1266164_pos:10,1585,909723,7.10578612948127,7.45862141839146
CP037923,1266167,EKN05_006480,50,pseudo,CP037923_1266167_pos,Lib15_INPUT,1590,138,666761,2385.40888652923,7.77712582952089,14,CP037923_1266167_pos:14,0,818872,7.37148929521428,7.18310015739374
CP037923,1266173,EKN05_006480,51,pseudo,CP037923_1266173_pos,Lib9_INPUT,497,138,836953,594.417375387417,6.38758172478556,9,CP037923_1266173_pos:9,4567,900441,6.20859002609663,7.39588421952353
CP037923,1266174,EKN05_006480,52,pseudo,CP037923_1266174_pos,Lib28_INPUT,1252,138,811448,1543.53508353575,7.34183057354185,27,CP037923_1266174_pos:27,121,904506,7.13249755166004,7.34389673424134
CP037923,1266180,EKN05_006480,53,pseudo,CP037923_1266180_pos,Lib12_INPUT,163,138,789507,207.090998444601,5.33315830267952,11,CP037923_1266180_pos:11,0,996918,5.09375020080676,7.32990476513694
CP037923,1266180,EKN05_006480,53,pseudo,CP037923_1266180_pos,Lib7_INPUT,26,138,819265,32.3460268093635,3.47649119452812,7,CP037923_1266180_pos:7,0,948960,3.25809653802148,7.36575154919895
CP037923,1266262,EKN05_006480,59,pseudo,CP037923_1266262_pos,Lib39_INPUT,123,138,787678,156.789758264471,5.05490578859217,38,CP037923_1266262_pos:38,189,832689,4.81218435537242,7.56678661529026
CP037923,1266262,EKN05_006480,59,pseudo,CP037923_1266262_pos,Lib8_INPUT,65,138,596093,109.88199847675,4.69940704887338,8,CP037923_1266262_pos:8,0,1006888,4.17438726989564,7.17635022499901
